Product ID,Product Name,Category,Warehouse,Location,Quantity,Price,Supplier,Status,Last Restocked,Inventory Value,Stock Score
1400,Gadget X,Toys,Warehouse 1,Aisle 4,100.0,9.99,Supplier B,In Stock,25-04-2023,999.0,1.0
1639,Widget C,Electronics,Warehouse 2,Aisle 2,50.0,29.99,Supplier C,Out of Stock,20-12-2022,1499.5,0.0
1032,Gadget X,Clothing,Warehouse 1,Aisle 3,150.0,29.99,Supplier A,Low Stock,15-01-2023,4498.5,0.5
1687,Gadget X,Clothing,Warehouse 1,Aisle 1,50.0,29.99,Supplier B,Out of Stock,05-03-2023,1499.5,0.0
1459,Gadget X,Clothing,Warehouse 1,Aisle 3,50.0,29.99,Supplier B,Out of Stock,Not Available,1499.5,0.0
1954,Gadget X,Clothing,Warehouse 2,Aisle 1,150.0,49.99,Supplier C,Low Stock,05-03-2023,7498.5,0.5
1882,Gadget Y,Electronics,Warehouse 2,Aisle 4,50.0,19.99,Supplier B,Low Stock,20-12-2022,999.4999999999999,0.5
1469,Gadget Y,Toys,Warehouse 3,Aisle 4,300.0,29.99,Supplier B,In Stock,Not Available,8997.0,1.0
1374,Widget B,Toys,Warehouse 1,Aisle 5,50.0,29.99,Supplier A,Out of Stock,25-04-2023,1499.5,0.0
1021,Widget A,Toys,Warehouse 3,Aisle 3,300.0,29.99,Supplier A,Low Stock,05-03-2023,8997.0,0.5
1749,Gadget X,Toys,Warehouse 1,Aisle 1,150.0,9.99,Supplier C,Low Stock,Not Available,1498.5,0.5
1669,Widget B,Furniture,Warehouse 2,Aisle 4,150.0,19.99,Supplier C,In Stock,Not Available,2998.4999999999995,1.0
1037,Widget A,Toys,Warehouse 2,Aisle 2,50.0,49.99,Supplier B,In Stock,Not Available,2499.5,1.0
1229,Gadget Z,Furniture,Warehouse 2,Aisle 4,300.0,9.99,Supplier A,Low Stock,15-01-2023,2997.0,0.5
1364,Widget C,Furniture,Warehouse 1,Aisle 2,300.0,9.99,Supplier C,In Stock,05-03-2023,2997.0,1.0
1562,Gadget Y,Clothing,Warehouse 2,Aisle 1,300.0,19.99,Supplier C,Low Stock,Not Available,5996.999999999999,0.5
1437,Gadget Z,Furniture,Warehouse 1,Aisle 4,200.0,49.99,Supplier D,Out of Stock,05-03-2023,9998.0,0.0
1775,Widget A,Electronics,Warehouse 3,Aisle 4,100.0,29.99,Supplier C,In Stock,Not Available,2999.0,1.0
1282,Gadget Z,Furniture,Warehouse 1,Aisle 1,150.0,49.99,Supplier B,Out of Stock,25-04-2023,7498.5,0.0
1026,Widget C,Clothing,Warehouse 3,Aisle 4,50.0,29.99,Supplier A,Out of Stock,25-04-2023,1499.5,0.0
1225,Widget A,Furniture,Warehouse 1,Aisle 2,200.0,9.99,Supplier C,Out of Stock,25-04-2023,1998.0,0.0
1276,Gadget Z,Electronics,Warehouse 3,Aisle 4,50.0,29.99,Supplier D,Low Stock,20-12-2022,1499.5,0.5
1797,Gadget Y,Electronics,Warehouse 2,Aisle 3,50.0,29.99,Supplier A,Out of Stock,Not Available,1499.5,0.0
1608,Gadget Y,Electronics,Warehouse 3,Aisle 5,150.0,29.99,Supplier C,Out of Stock,20-12-2022,4498.5,0.0
1283,Widget B,Clothing,Warehouse 2,Aisle 2,150.0,49.99,Supplier D,Out of Stock,05-03-2023,7498.5,0.0
1878,Gadget Z,Clothing,Warehouse 2,Aisle 3,150.0,29.99,Supplier C,Low Stock,20-12-2022,4498.5,0.5
1959,Gadget X,Toys,Warehouse 3,Aisle 1,200.0,29.99,Supplier A,Out of Stock,05-03-2023,5998.0,0.0
1480,Gadget Z,Clothing,Warehouse 1,Aisle 2,50.0,29.99,Supplier A,Out of Stock,05-03-2023,1499.5,0.0
1452,Widget A,Electronics,Warehouse 1,Aisle 5,100.0,29.99,Supplier A,In Stock,05-03-2023,2999.0,1.0
1828,Widget A,Electronics,Warehouse 1,Aisle 5,150.0,49.99,Supplier B,Low Stock,20-12-2022,7498.5,0.5
1815,Gadget Z,Clothing,Warehouse 1,Aisle 1,150.0,29.99,Supplier C,Out of Stock,Not Available,4498.5,0.0
1658,Widget C,Furniture,Warehouse 1,Aisle 1,150.0,9.99,Supplier B,In Stock,20-12-2022,1498.5,1.0
1515,Gadget Y,Clothing,Warehouse 2,Aisle 2,50.0,29.99,Supplier A,Low Stock,Not Available,1499.5,0.5
1546,Widget A,Clothing,Warehouse 1,Aisle 4,50.0,29.99,Supplier D,Low Stock,Not Available,1499.5,0.5
1191,Gadget Y,Electronics,Warehouse 2,Aisle 1,200.0,29.99,Supplier C,Low Stock,05-03-2023,5998.0,0.5
1048,Widget A,Toys,Warehouse 2,Aisle 4,200.0,29.99,Supplier B,Low Stock,20-12-2022,5998.0,0.5
1511,Widget B,Electronics,Warehouse 2,Aisle 3,150.0,49.99,Supplier C,Low Stock,Not Available,7498.5,0.5
1016,Gadget X,Toys,Warehouse 3,Aisle 5,50.0,29.99,Supplier D,Low Stock,25-04-2023,1499.5,0.5
1171,Widget A,Electronics,Warehouse 3,Aisle 4,100.0,49.99,Supplier B,Out of Stock,Not Available,4999.0,0.0
1219,Gadget Y,Clothing,Warehouse 2,Aisle 5,150.0,49.99,Supplier A,Out of Stock,25-04-2023,7498.5,0.0
1157,Widget B,Electronics,Warehouse 3,Aisle 4,50.0,29.99,Supplier B,Out of Stock,20-12-2022,1499.5,0.0
1476,Widget A,Electronics,Warehouse 1,Aisle 3,50.0,9.99,Supplier C,Out of Stock,20-12-2022,499.5,0.0
1045,Widget C,Electronics,Warehouse 1,Aisle 1,300.0,29.99,Supplier C,In Stock,20-12-2022,8997.0,1.0
1372,Gadget X,Clothing,Warehouse 2,Aisle 3,200.0,29.99,Supplier C,Out of Stock,Not Available,5998.0,0.0
1517,Widget A,Clothing,Warehouse 1,Aisle 1,150.0,49.99,Supplier C,Low Stock,15-01-2023,7498.5,0.5
1098,Widget B,Clothing,Warehouse 2,Aisle 1,150.0,49.99,Supplier A,Out of Stock,Not Available,7498.5,0.0
1891,Widget C,Clothing,Warehouse 2,Aisle 5,50.0,29.99,Supplier B,Out of Stock,Not Available,1499.5,0.0
1744,Gadget Z,Toys,Warehouse 1,Aisle 3,150.0,29.99,Supplier A,Low Stock,05-03-2023,4498.5,0.5
1036,Widget B,Toys,Warehouse 3,Aisle 4,50.0,29.99,Supplier A,Out of Stock,05-03-2023,1499.5,0.0
1279,Widget B,Furniture,Warehouse 1,Aisle 3,150.0,19.99,Supplier A,Out of Stock,Not Available,2998.4999999999995,0.0
1348,Widget C,Clothing,Warehouse 1,Aisle 5,150.0,19.99,Supplier C,Out of Stock,25-04-2023,2998.4999999999995,0.0
1496,Widget B,Toys,Warehouse 2,Aisle 1,200.0,29.99,Supplier C,In Stock,05-03-2023,5998.0,1.0
1301,Widget C,Electronics,Warehouse 2,Aisle 5,150.0,19.99,Supplier C,Out of Stock,Not Available,2998.4999999999995,0.0
1180,Widget A,Clothing,Warehouse 2,Aisle 2,300.0,29.99,Supplier B,Low Stock,15-01-2023,8997.0,0.5
1606,Widget C,Furniture,Warehouse 2,Aisle 2,100.0,49.99,Supplier D,Low Stock,25-04-2023,4999.0,0.5
1098,Widget C,Furniture,Warehouse 3,Aisle 4,200.0,29.99,Supplier C,Out of Stock,20-12-2022,5998.0,0.0
1699,Gadget X,Furniture,Warehouse 3,Aisle 5,150.0,9.99,Supplier B,Out of Stock,Not Available,1498.5,0.0
1992,Widget C,Electronics,Warehouse 3,Aisle 4,300.0,29.99,Supplier C,Out of Stock,Not Available,8997.0,0.0
1115,Widget C,Toys,Warehouse 2,Aisle 4,100.0,29.99,Supplier C,Low Stock,25-04-2023,2999.0,0.5
1190,Gadget Z,Electronics,Warehouse 2,Aisle 2,300.0,29.99,Supplier A,Low Stock,05-03-2023,8997.0,0.5
1252,Widget A,Clothing,Warehouse 2,Aisle 4,50.0,29.99,Supplier A,In Stock,05-03-2023,1499.5,1.0
1980,Gadget X,Furniture,Warehouse 3,Aisle 2,50.0,29.99,Supplier A,In Stock,05-03-2023,1499.5,1.0
1927,Gadget Z,Electronics,Warehouse 2,Aisle 1,150.0,19.99,Supplier B,In Stock,20-12-2022,2998.4999999999995,1.0
1982,Gadget Y,Electronics,Warehouse 1,Aisle 5,200.0,19.99,Supplier D,Low Stock,25-04-2023,3997.9999999999995,0.5
1160,Widget A,Toys,Warehouse 1,Aisle 4,50.0,29.99,Supplier D,In Stock,25-04-2023,1499.5,1.0
1255,Widget A,Toys,Warehouse 2,Aisle 2,300.0,29.99,Supplier B,Out of Stock,05-03-2023,8997.0,0.0
1322,Gadget Y,Furniture,Warehouse 1,Aisle 3,200.0,19.99,Supplier C,Out of Stock,05-03-2023,3997.9999999999995,0.0
1127,Widget C,Electronics,Warehouse 1,Aisle 4,50.0,29.99,Supplier B,Low Stock,15-01-2023,1499.5,0.5
1017,Gadget Z,Electronics,Warehouse 3,Aisle 1,150.0,29.99,Supplier C,In Stock,15-01-2023,4498.5,1.0
1792,Widget B,Toys,Warehouse 2,Aisle 1,150.0,29.99,Supplier B,Out of Stock,Not Available,4498.5,0.0
1734,Gadget X,Electronics,Warehouse 2,Aisle 3,150.0,9.99,Supplier B,Low Stock,Not Available,1498.5,0.5
1565,Widget B,Electronics,Warehouse 3,Aisle 2,100.0,19.99,Supplier B,In Stock,25-04-2023,1998.9999999999998,1.0
1569,Gadget Y,Electronics,Warehouse 1,Aisle 4,50.0,29.99,Supplier D,Out of Stock,25-04-2023,1499.5,0.0
1322,Widget A,Toys,Warehouse 1,Aisle 2,100.0,9.99,Supplier A,In Stock,20-12-2022,999.0,1.0
1871,Widget A,Furniture,Warehouse 2,Aisle 1,100.0,29.99,Supplier B,Low Stock,20-12-2022,2999.0,0.5
1685,Gadget X,Clothing,Warehouse 1,Aisle 2,300.0,29.99,Supplier D,In Stock,15-01-2023,8997.0,1.0
1791,Widget A,Furniture,Warehouse 3,Aisle 1,200.0,29.99,Supplier A,Low Stock,Not Available,5998.0,0.5
1625,Widget A,Clothing,Warehouse 3,Aisle 2,300.0,29.99,Supplier A,In Stock,15-01-2023,8997.0,1.0
1287,Gadget X,Electronics,Warehouse 2,Aisle 3,50.0,49.99,Supplier B,Out of Stock,15-01-2023,2499.5,0.0
1942,Gadget Z,Furniture,Warehouse 3,Aisle 5,100.0,29.99,Supplier C,Low Stock,Not Available,2999.0,0.5
1853,Gadget Z,Clothing,Warehouse 3,Aisle 3,150.0,9.99,Supplier C,Low Stock,20-12-2022,1498.5,0.5
1662,Gadget X,Toys,Warehouse 2,Aisle 3,100.0,29.99,Supplier C,Low Stock,Not Available,2999.0,0.5
1961,Gadget Y,Toys,Warehouse 3,Aisle 5,150.0,19.99,Supplier B,In Stock,05-03-2023,2998.4999999999995,1.0
1638,Widget A,Furniture,Warehouse 3,Aisle 5,300.0,29.99,Supplier C,In Stock,05-03-2023,8997.0,1.0
1154,Widget A,Furniture,Warehouse 3,Aisle 4,300.0,29.99,Supplier D,Out of Stock,05-03-2023,8997.0,0.0
1489,Gadget Y,Electronics,Warehouse 1,Aisle 4,200.0,29.99,Supplier D,Low Stock,25-04-2023,5998.0,0.5
1385,Gadget Z,Furniture,Warehouse 2,Aisle 3,100.0,49.99,Supplier D,Low Stock,20-12-2022,4999.0,0.5
1985,Widget C,Electronics,Warehouse 2,Aisle 3,150.0,49.99,Supplier D,In Stock,20-12-2022,7498.5,1.0
1784,Widget C,Electronics,Warehouse 2,Aisle 1,300.0,49.99,Supplier A,In Stock,25-04-2023,14997.0,1.0
1103,Widget C,Toys,Warehouse 1,Aisle 1,300.0,9.99,Supplier D,Out of Stock,15-01-2023,2997.0,0.0
1928,Gadget Z,Toys,Warehouse 1,Aisle 4,200.0,49.99,Supplier C,Out of Stock,05-03-2023,9998.0,0.0
1392,Gadget Z,Clothing,Warehouse 2,Aisle 4,150.0,9.99,Supplier B,In Stock,05-03-2023,1498.5,1.0
1810,Gadget Y,Toys,Warehouse 1,Aisle 1,200.0,49.99,Supplier C,Low Stock,15-01-2023,9998.0,0.5
1245,Widget A,Toys,Warehouse 2,Aisle 1,100.0,9.99,Supplier D,Out of Stock,Not Available,999.0,0.0
1175,Gadget Y,Furniture,Warehouse 1,Aisle 2,50.0,29.99,Supplier A,In Stock,Not Available,1499.5,1.0
1038,Gadget Y,Toys,Warehouse 3,Aisle 2,50.0,29.99,Supplier D,In Stock,20-12-2022,1499.5,1.0
1476,Gadget Z,Clothing,Warehouse 3,Aisle 1,150.0,29.99,Supplier B,Low Stock,25-04-2023,4498.5,0.5
1681,Widget C,Furniture,Warehouse 2,Aisle 2,300.0,9.99,Supplier C,In Stock,20-12-2022,2997.0,1.0
1758,Widget B,Clothing,Warehouse 1,Aisle 5,150.0,19.99,Supplier B,In Stock,Not Available,2998.4999999999995,1.0
1537,Widget A,Toys,Warehouse 1,Aisle 4,300.0,29.99,Supplier B,Out of Stock,15-01-2023,8997.0,0.0
1866,Gadget Z,Clothing,Warehouse 3,Aisle 4,300.0,29.99,Supplier B,In Stock,20-12-2022,8997.0,1.0
1817,Widget C,Furniture,Warehouse 3,Aisle 1,50.0,9.99,Supplier C,In Stock,05-03-2023,499.5,1.0
1920,Widget B,Electronics,Warehouse 1,Aisle 3,150.0,49.99,Supplier D,Out of Stock,05-03-2023,7498.5,0.0
1407,Widget B,Clothing,Warehouse 1,Aisle 1,200.0,19.99,Supplier B,Low Stock,15-01-2023,3997.9999999999995,0.5
1524,Gadget Z,Clothing,Warehouse 1,Aisle 2,300.0,29.99,Supplier C,Low Stock,Not Available,8997.0,0.5
1827,Gadget X,Furniture,Warehouse 1,Aisle 3,150.0,29.99,Supplier A,Out of Stock,05-03-2023,4498.5,0.0
1505,Widget A,Furniture,Warehouse 1,Aisle 2,150.0,9.99,Supplier C,Out of Stock,05-03-2023,1498.5,0.0
1902,Widget B,Clothing,Warehouse 1,Aisle 5,200.0,19.99,Supplier A,Low Stock,25-04-2023,3997.9999999999995,0.5
1824,Gadget Z,Toys,Warehouse 2,Aisle 2,150.0,9.99,Supplier C,Low Stock,20-12-2022,1498.5,0.5
1035,Gadget Z,Clothing,Warehouse 1,Aisle 5,100.0,49.99,Supplier D,Low Stock,Not Available,4999.0,0.5
1684,Widget C,Furniture,Warehouse 3,Aisle 5,300.0,29.99,Supplier B,Low Stock,20-12-2022,8997.0,0.5
1019,Gadget X,Electronics,Warehouse 2,Aisle 2,200.0,9.99,Supplier D,Low Stock,Not Available,1998.0,0.5
1320,Widget A,Electronics,Warehouse 1,Aisle 2,150.0,29.99,Supplier C,Out of Stock,05-03-2023,4498.5,0.0
1775,Gadget Y,Toys,Warehouse 3,Aisle 5,300.0,29.99,Supplier B,In Stock,25-04-2023,8997.0,1.0
1511,Widget C,Clothing,Warehouse 2,Aisle 3,200.0,29.99,Supplier A,Low Stock,20-12-2022,5998.0,0.5
1399,Widget B,Electronics,Warehouse 3,Aisle 5,50.0,9.99,Supplier C,Low Stock,05-03-2023,499.5,0.5
1653,Widget B,Clothing,Warehouse 1,Aisle 4,150.0,29.99,Supplier B,In Stock,Not Available,4498.5,1.0
1971,Widget C,Furniture,Warehouse 1,Aisle 5,50.0,29.99,Supplier A,In Stock,20-12-2022,1499.5,1.0
1882,Gadget Z,Electronics,Warehouse 1,Aisle 3,300.0,49.99,Supplier A,In Stock,20-12-2022,14997.0,1.0
1470,Widget B,Toys,Warehouse 1,Aisle 4,150.0,49.99,Supplier D,In Stock,05-03-2023,7498.5,1.0
1142,Gadget X,Furniture,Warehouse 2,Aisle 1,150.0,9.99,Supplier C,In Stock,20-12-2022,1498.5,1.0
1091,Widget A,Toys,Warehouse 2,Aisle 1,200.0,29.99,Supplier A,In Stock,25-04-2023,5998.0,1.0
1353,Gadget X,Furniture,Warehouse 3,Aisle 3,300.0,19.99,Supplier B,Out of Stock,25-04-2023,5996.999999999999,0.0
1833,Widget B,Electronics,Warehouse 1,Aisle 5,100.0,29.99,Supplier A,In Stock,05-03-2023,2999.0,1.0
1799,Gadget Y,Toys,Warehouse 3,Aisle 2,150.0,49.99,Supplier A,In Stock,Not Available,7498.5,1.0
1726,Widget A,Toys,Warehouse 2,Aisle 3,150.0,29.99,Supplier D,Out of Stock,05-03-2023,4498.5,0.0
1958,Widget A,Furniture,Warehouse 1,Aisle 4,300.0,19.99,Supplier D,In Stock,25-04-2023,5996.999999999999,1.0
1853,Widget C,Toys,Warehouse 1,Aisle 4,300.0,9.99,Supplier B,Low Stock,15-01-2023,2997.0,0.5
1050,Widget C,Furniture,Warehouse 2,Aisle 1,50.0,19.99,Supplier D,Low Stock,15-01-2023,999.4999999999999,0.5
1664,Gadget Y,Furniture,Warehouse 2,Aisle 4,150.0,9.99,Supplier A,In Stock,20-12-2022,1498.5,1.0
1697,Gadget Z,Furniture,Warehouse 2,Aisle 3,50.0,19.99,Supplier A,Out of Stock,20-12-2022,999.4999999999999,0.0
1574,Widget A,Furniture,Warehouse 2,Aisle 4,50.0,9.99,Supplier D,Low Stock,15-01-2023,499.5,0.5
1189,Gadget Y,Electronics,Warehouse 2,Aisle 3,150.0,9.99,Supplier A,Out of Stock,25-04-2023,1498.5,0.0
1124,Widget C,Furniture,Warehouse 1,Aisle 2,100.0,19.99,Supplier A,Low Stock,20-12-2022,1998.9999999999998,0.5
1149,Widget C,Clothing,Warehouse 2,Aisle 1,50.0,19.99,Supplier B,In Stock,05-03-2023,999.4999999999999,1.0
1313,Widget A,Toys,Warehouse 1,Aisle 4,50.0,9.99,Supplier D,Out of Stock,05-03-2023,499.5,0.0
1569,Gadget X,Clothing,Warehouse 1,Aisle 3,150.0,49.99,Supplier A,Out of Stock,25-04-2023,7498.5,0.0
1341,Widget B,Electronics,Warehouse 2,Aisle 5,150.0,19.99,Supplier D,Out of Stock,20-12-2022,2998.4999999999995,0.0
1304,Widget C,Clothing,Warehouse 2,Aisle 1,200.0,29.99,Supplier B,Low Stock,05-03-2023,5998.0,0.5
1691,Gadget Z,Toys,Warehouse 1,Aisle 2,100.0,29.99,Supplier D,Low Stock,20-12-2022,2999.0,0.5
1681,Gadget Z,Clothing,Warehouse 2,Aisle 3,100.0,9.99,Supplier A,Low Stock,20-12-2022,999.0,0.5
1837,Widget C,Electronics,Warehouse 2,Aisle 2,150.0,9.99,Supplier D,In Stock,05-03-2023,1498.5,1.0
1782,Gadget X,Furniture,Warehouse 2,Aisle 2,300.0,29.99,Supplier A,Low Stock,15-01-2023,8997.0,0.5
1053,Gadget X,Clothing,Warehouse 3,Aisle 4,300.0,49.99,Supplier A,In Stock,05-03-2023,14997.0,1.0
1443,Gadget Y,Electronics,Warehouse 1,Aisle 4,150.0,29.99,Supplier A,Out of Stock,25-04-2023,4498.5,0.0
1612,Gadget Z,Electronics,Warehouse 3,Aisle 3,150.0,19.99,Supplier B,Out of Stock,Not Available,2998.4999999999995,0.0
1992,Gadget Y,Toys,Warehouse 2,Aisle 5,150.0,29.99,Supplier D,In Stock,05-03-2023,4498.5,1.0
1263,Gadget Z,Toys,Warehouse 3,Aisle 3,150.0,9.99,Supplier B,Low Stock,20-12-2022,1498.5,0.5
1052,Widget B,Clothing,Warehouse 2,Aisle 5,100.0,29.99,Supplier D,In Stock,20-12-2022,2999.0,1.0
1571,Widget B,Furniture,Warehouse 3,Aisle 2,100.0,29.99,Supplier B,Out of Stock,05-03-2023,2999.0,0.0
1619,Widget A,Electronics,Warehouse 2,Aisle 1,200.0,19.99,Supplier C,Out of Stock,Not Available,3997.9999999999995,0.0
1004,Gadget Y,Clothing,Warehouse 3,Aisle 3,300.0,29.99,Supplier A,In Stock,05-03-2023,8997.0,1.0
1102,Widget C,Electronics,Warehouse 3,Aisle 3,150.0,9.99,Supplier A,Low Stock,Not Available,1498.5,0.5
1195,Gadget Y,Electronics,Warehouse 3,Aisle 5,50.0,19.99,Supplier B,Low Stock,Not Available,999.4999999999999,0.5
1773,Widget C,Furniture,Warehouse 1,Aisle 2,300.0,9.99,Supplier C,In Stock,25-04-2023,2997.0,1.0
1876,Gadget X,Furniture,Warehouse 3,Aisle 2,50.0,49.99,Supplier A,In Stock,20-12-2022,2499.5,1.0
1991,Gadget Y,Clothing,Warehouse 1,Aisle 5,200.0,29.99,Supplier D,Low Stock,20-12-2022,5998.0,0.5
1883,Gadget X,Furniture,Warehouse 2,Aisle 2,200.0,49.99,Supplier B,Out of Stock,Not Available,9998.0,0.0
1349,Widget B,Furniture,Warehouse 3,Aisle 4,150.0,29.99,Supplier A,In Stock,20-12-2022,4498.5,1.0
1046,Widget B,Clothing,Warehouse 2,Aisle 1,200.0,29.99,Supplier A,Low Stock,15-01-2023,5998.0,0.5
1866,Widget A,Furniture,Warehouse 2,Aisle 3,200.0,19.99,Supplier B,Low Stock,Not Available,3997.9999999999995,0.5
1822,Gadget Y,Toys,Warehouse 3,Aisle 1,50.0,29.99,Supplier B,Out of Stock,20-12-2022,1499.5,0.0
1935,Gadget X,Electronics,Warehouse 1,Aisle 3,150.0,29.99,Supplier D,Out of Stock,15-01-2023,4498.5,0.0
1819,Widget C,Electronics,Warehouse 3,Aisle 4,200.0,29.99,Supplier D,Out of Stock,25-04-2023,5998.0,0.0
1655,Widget B,Electronics,Warehouse 2,Aisle 2,300.0,29.99,Supplier A,Out of Stock,20-12-2022,8997.0,0.0
1268,Widget B,Electronics,Warehouse 2,Aisle 5,200.0,9.99,Supplier A,Out of Stock,15-01-2023,1998.0,0.0
1369,Widget C,Clothing,Warehouse 3,Aisle 4,150.0,19.99,Supplier B,In Stock,05-03-2023,2998.4999999999995,1.0
1635,Gadget X,Electronics,Warehouse 1,Aisle 1,150.0,29.99,Supplier A,Low Stock,05-03-2023,4498.5,0.5
1105,Gadget X,Electronics,Warehouse 1,Aisle 5,150.0,29.99,Supplier A,In Stock,15-01-2023,4498.5,1.0
1669,Gadget Y,Electronics,Warehouse 2,Aisle 2,50.0,49.99,Supplier B,In Stock,Not Available,2499.5,1.0
1658,Gadget Y,Electronics,Warehouse 2,Aisle 4,150.0,29.99,Supplier A,In Stock,Not Available,4498.5,1.0
1656,Gadget Z,Toys,Warehouse 1,Aisle 5,300.0,29.99,Supplier A,In Stock,20-12-2022,8997.0,1.0
1119,Gadget Z,Electronics,Warehouse 3,Aisle 4,100.0,29.99,Supplier C,In Stock,05-03-2023,2999.0,1.0
1830,Widget A,Toys,Warehouse 2,Aisle 4,150.0,29.99,Supplier D,Out of Stock,Not Available,4498.5,0.0
1786,Widget B,Clothing,Warehouse 1,Aisle 2,50.0,49.99,Supplier B,Out of Stock,Not Available,2499.5,0.0
1603,Gadget Y,Furniture,Warehouse 2,Aisle 3,300.0,9.99,Supplier C,Low Stock,05-03-2023,2997.0,0.5
1057,Gadget X,Electronics,Warehouse 3,Aisle 5,150.0,19.99,Supplier D,In Stock,25-04-2023,2998.4999999999995,1.0
1950,Widget C,Furniture,Warehouse 1,Aisle 2,300.0,9.99,Supplier D,Low Stock,Not Available,2997.0,0.5
1345,Gadget X,Furniture,Warehouse 2,Aisle 4,150.0,29.99,Supplier D,Out of Stock,15-01-2023,4498.5,0.0
1740,Widget B,Clothing,Warehouse 3,Aisle 2,200.0,29.99,Supplier C,Out of Stock,20-12-2022,5998.0,0.0
1473,Gadget Z,Furniture,Warehouse 2,Aisle 3,150.0,19.99,Supplier C,Out of Stock,Not Available,2998.4999999999995,0.0
1116,Gadget X,Toys,Warehouse 3,Aisle 5,100.0,29.99,Supplier D,In Stock,Not Available,2999.0,1.0
1829,Widget A,Furniture,Warehouse 3,Aisle 3,150.0,29.99,Supplier A,In Stock,25-04-2023,4498.5,1.0
1790,Widget B,Furniture,Warehouse 1,Aisle 1,150.0,29.99,Supplier A,Out of Stock,15-01-2023,4498.5,0.0
1126,Gadget Z,Furniture,Warehouse 3,Aisle 5,150.0,19.99,Supplier C,Low Stock,20-12-2022,2998.4999999999995,0.5
1392,Widget C,Electronics,Warehouse 2,Aisle 3,150.0,19.99,Supplier C,Low Stock,Not Available,2998.4999999999995,0.5
1907,Gadget Z,Electronics,Warehouse 3,Aisle 4,150.0,49.99,Supplier C,Out of Stock,20-12-2022,7498.5,0.0
1640,Widget A,Toys,Warehouse 3,Aisle 5,200.0,49.99,Supplier D,Low Stock,05-03-2023,9998.0,0.5
1057,Widget B,Toys,Warehouse 1,Aisle 5,300.0,9.99,Supplier A,Out of Stock,Not Available,2997.0,0.0
1633,Widget C,Electronics,Warehouse 3,Aisle 2,150.0,19.99,Supplier C,Low Stock,Not Available,2998.4999999999995,0.5
1512,Widget A,Toys,Warehouse 3,Aisle 4,200.0,19.99,Supplier C,Out of Stock,05-03-2023,3997.9999999999995,0.0
1750,Gadget Z,Electronics,Warehouse 2,Aisle 1,300.0,19.99,Supplier B,Low Stock,25-04-2023,5996.999999999999,0.5
1801,Widget A,Clothing,Warehouse 1,Aisle 3,300.0,49.99,Supplier D,In Stock,Not Available,14997.0,1.0
1095,Widget B,Furniture,Warehouse 1,Aisle 2,200.0,29.99,Supplier B,Out of Stock,20-12-2022,5998.0,0.0
1637,Gadget Y,Furniture,Warehouse 1,Aisle 3,50.0,29.99,Supplier A,Out of Stock,15-01-2023,1499.5,0.0
1117,Widget A,Toys,Warehouse 3,Aisle 1,150.0,49.99,Supplier B,Low Stock,20-12-2022,7498.5,0.5
1559,Widget A,Electronics,Warehouse 1,Aisle 1,300.0,19.99,Supplier B,Out of Stock,25-04-2023,5996.999999999999,0.0
1600,Gadget Z,Electronics,Warehouse 3,Aisle 5,300.0,49.99,Supplier B,Out of Stock,15-01-2023,14997.0,0.0
1487,Gadget Z,Toys,Warehouse 3,Aisle 1,150.0,9.99,Supplier D,Out of Stock,20-12-2022,1498.5,0.0
1236,Widget C,Electronics,Warehouse 2,Aisle 3,300.0,19.99,Supplier A,In Stock,20-12-2022,5996.999999999999,1.0
1884,Gadget Z,Clothing,Warehouse 2,Aisle 4,200.0,9.99,Supplier B,In Stock,05-03-2023,1998.0,1.0
1896,Gadget X,Furniture,Warehouse 2,Aisle 4,300.0,19.99,Supplier D,Low Stock,25-04-2023,5996.999999999999,0.5
1271,Widget B,Toys,Warehouse 2,Aisle 5,50.0,49.99,Supplier A,In Stock,05-03-2023,2499.5,1.0
1188,Widget B,Toys,Warehouse 2,Aisle 3,150.0,29.99,Supplier C,Low Stock,15-01-2023,4498.5,0.5
1998,Gadget Y,Electronics,Warehouse 3,Aisle 3,150.0,29.99,Supplier B,In Stock,05-03-2023,4498.5,1.0
1703,Gadget Y,Toys,Warehouse 3,Aisle 1,300.0,9.99,Supplier A,Low Stock,25-04-2023,2997.0,0.5
1446,Widget B,Clothing,Warehouse 1,Aisle 3,100.0,49.99,Supplier B,In Stock,Not Available,4999.0,1.0
1580,Gadget Y,Electronics,Warehouse 3,Aisle 2,100.0,29.99,Supplier C,In Stock,Not Available,2999.0,1.0
1789,Widget C,Electronics,Warehouse 3,Aisle 1,200.0,49.99,Supplier A,Low Stock,15-01-2023,9998.0,0.5
1860,Gadget Z,Electronics,Warehouse 2,Aisle 2,100.0,9.99,Supplier D,Out of Stock,Not Available,999.0,0.0
1246,Widget B,Electronics,Warehouse 3,Aisle 5,200.0,29.99,Supplier A,Out of Stock,05-03-2023,5998.0,0.0
1962,Gadget Y,Clothing,Warehouse 2,Aisle 4,150.0,49.99,Supplier D,In Stock,15-01-2023,7498.5,1.0
1075,Widget B,Electronics,Warehouse 1,Aisle 5,200.0,19.99,Supplier A,Low Stock,25-04-2023,3997.9999999999995,0.5
1153,Gadget X,Toys,Warehouse 1,Aisle 4,100.0,29.99,Supplier D,Out of Stock,15-01-2023,2999.0,0.0
1655,Widget A,Clothing,Warehouse 3,Aisle 5,300.0,49.99,Supplier C,Low Stock,15-01-2023,14997.0,0.5
